geo_point_2d;geo_shape;osm_id;couvert;capacite;nom;acces;payant;surveille;type;insee_com;nom_com;date_modif;notes
48.826337099051614,2.2002760999999995;"{""coordinates"": [2.2002761, 48.826337099051614], ""type"": ""Point""}";n2872764482;NON;0;;public;NON;NON;inconnu;92072;Sèvres;2015-12-01T01:00:00+01:00;
48.83371889905166,2.3279380999999995;"{""coordinates"": [2.3279381, 48.83371889905166], ""type"": ""Point""}";n9352346818;NON;10;;public;NON;NON;arceaux;75114;14e Arrondissement;2022-01-01T01:00:00+01:00;
48.79051069905137,2.3312653;"{""coordinates"": [2.3312653, 48.79051069905137], ""type"": ""Point""}";n8308239937;OUI;21;;clientele;NON;NON;autres;94016;Cachan;2021-10-01T02:00:00+02:00;
48.84747759905176,2.3165363;"{""coordinates"": [2.3165363, 48.84747759905176], ""type"": ""Point""}";n10737363914;NON;0;;public;NON;NON;autres;75107;7e Arrondissement;2023-03-01T01:00:00+01:00;
48.84238739905172,2.3842661999999994;"{""coordinates"": [2.3842662, 48.84238739905172], ""type"": ""Point""}";n10033304070;NON;12;;public;NON;NON;arceaux;75112;12e Arrondissement;2022-10-01T02:00:00+02:00;
48.85285669905179,2.2867302999999994;"{""coordinates"": [2.2867303, 48.85285669905179], ""type"": ""Point""}";n10293590251;NON;11;;public;NON;NON;autres;75115;15e Arrondissement;2022-12-01T01:00:00+01:00;
48.883109699052,2.3189709;"{""coordinates"": [2.3189709, 48.883109699052], ""type"": ""Point""}";n5620640072;NON;10;;public;NON;NON;arceaux;75117;17e Arrondissement;2021-01-01T01:00:00+01:00;
48.868287799051906,2.3714583999999994;"{""coordinates"": [2.3714584, 48.868287799051906], ""type"": ""Point""}";n5233665708;NON;10;;public;NON;NON;arceaux;75111;11e Arrondissement;2018-05-01T02:00:00+02:00;
48.81869119905155,2.2792333999999994;"{""coordinates"": [2.2792334, 48.81869119905155], ""type"": ""Point""}";n8895220465;NON;12;;public;NON;NON;arceaux;92075;Vanves;2021-07-01T02:00:00+02:00;
48.87424529905194,2.482426999999998;"{""coordinates"": [2.482427, 48.87424529905194], ""type"": ""Point""}";n10748866711;NON;8;;public;NON;NON;arceaux;93064;Rosny-sous-Bois;2023-03-01T01:00:00+01:00;
48.88773229905204,2.3599379;"{""coordinates"": [2.3599379, 48.88773229905204], ""type"": ""Point""}";n5623107442;NON;8;;public;NON;NON;arceaux;75118;18e Arrondissement;2020-08-01T02:00:00+02:00;
48.82457569905161,2.2418782999999998;"{""coordinates"": [2.2418783, 48.82457569905161], ""type"": ""Point""}";n10595918404;NON;6;;public;OUI;NON;inconnu;92012;Boulogne-Billancourt;2023-01-01T01:00:00+01:00;
48.833464499051665,2.370217299999999;"{""coordinates"": [2.3702173, 48.833464499051665], ""type"": ""Point""}";n8879699608;NON;0;;public;NON;NON;autres;75113;13e Arrondissement;2021-07-01T02:00:00+02:00;
48.79051319905139,2.4511441999999986;"{""coordinates"": [2.4511442, 48.79051319905139], ""type"": ""Point""}";n8111410620;OUI;12;;public;NON;NON;arceaux;94028;Créteil;2022-01-01T01:00:00+01:00;
48.82418279905161,2.2702593;"{""coordinates"": [2.2702593, 48.82418279905161], ""type"": ""Point""}";n8856779306;NON;6;;public;NON;NON;arceaux;92040;Issy-les-Moulineaux;2022-09-01T02:00:00+02:00;
48.83236949905167,2.4042442;"{""coordinates"": [2.4042442, 48.83236949905167], ""type"": ""Point""}";n2337084192;NON;18;;public;NON;NON;arceaux;75112;12e Arrondissement;2018-05-01T02:00:00+02:00;
48.83526079905169,2.3538433999999993;"{""coordinates"": [2.3538434, 48.83526079905169], ""type"": ""Point""}";n7537095842;NON;2;;public;NON;NON;arceaux;75113;13e Arrondissement;2021-06-01T02:00:00+02:00;
48.93204979905233,2.289069599999999;"{""coordinates"": [2.2890696, 48.93204979905233], ""type"": ""Point""}";n7814592062;NON;10;;public;NON;NON;inconnu;92036;Gennevilliers;2020-08-01T02:00:00+02:00;
48.86396829905188,2.350021299999999;"{""coordinates"": [2.3500213, 48.86396829905188], ""type"": ""Point""}";n5838535125;NON;6;;public;NON;NON;arceaux;75102;2e Arrondissement;2021-05-01T02:00:00+02:00;
48.88207159905199,2.3367985000000004;"{""coordinates"": [2.3367985, 48.88207159905199], ""type"": ""Point""}";n10724053526;NON;22;;public;NON;NON;arceaux;75109;9e Arrondissement;2023-03-01T01:00:00+01:00;
48.88956579905204,2.2360556;"{""coordinates"": [2.2360556, 48.88956579905204], ""type"": ""Point""}";n4047547077;NON;14;;public;NON;NON;arceaux;92062;Puteaux;2018-03-01T01:00:00+01:00;
49.098735099053485,2.516253500000001;"{""coordinates"": [2.5162535, 49.098735099053485], ""type"": ""Point""}";n5942304423;NON;12;;public;NON;NON;arceaux;95250;Fosses;2018-10-01T02:00:00+02:00;
48.77350449905128,2.2674592999999996;"{""coordinates"": [2.2674593, 48.77350449905128], ""type"": ""Point""}";n3810271485;NON;8;;public;NON;NON;ratelier;92019;Châtenay-Malabry;2022-05-01T02:00:00+02:00;
48.83993979905171,2.2360675999999997;"{""coordinates"": [2.2360676, 48.83993979905171], ""type"": ""Point""}";n10601656623;NON;2;;public;OUI;NON;inconnu;92012;Boulogne-Billancourt;2023-02-01T01:00:00+01:00;
48.82054229905157,2.3372810999999993;"{""coordinates"": [2.3372811, 48.82054229905157], ""type"": ""Point""}";n2682494215;NON;18;;public;NON;NON;arceaux;75114;14e Arrondissement;2022-05-01T02:00:00+02:00;
48.764334799051205,2.0208023000000006;"{""coordinates"": [2.0208023, 48.764334799051205], ""type"": ""Point""}";n5664200254;NON;4;;public;NON;NON;arceaux;78423;Montigny-le-Bretonneux;2022-09-01T02:00:00+02:00;
48.81876719905155,2.343906900000001;"{""coordinates"": [2.3439069, 48.81876719905155], ""type"": ""Point""}";n3401703502;NON;10;;public;NON;NON;ratelier;75114;14e Arrondissement;2019-01-01T01:00:00+01:00;
48.8683388990519,2.3614876000000002;"{""coordinates"": [2.3614876, 48.8683388990519], ""type"": ""Point""}";n3526238694;NON;8;;public;NON;NON;arceaux;75110;10e Arrondissement;2018-05-01T02:00:00+02:00;
48.64707112455924,1.8570428424006515;"{""coordinates"": [1.857042842400652, 48.64707112455924], ""type"": ""Point""}";w528980467;OUI;0;;public;NON;NON;ratelier;78517;Rambouillet;2023-03-01T01:00:00+01:00;
48.75087579905114,2.2122519;"{""coordinates"": [2.2122519, 48.75087579905114], ""type"": ""Point""}";n5337101856;NON;6;;public;NON;NON;arceaux;91064;Bièvres;2019-03-01T01:00:00+01:00;
48.70230869905081,2.495713949999999;"{""coordinates"": [2.49571395, 48.70230869905081], ""type"": ""Point""}";w1054244003;OUI;0;;clientele;NON;NON;abri;91114;Brunoy;2022-05-01T02:00:00+02:00;
48.882086999051985,2.350929999999999;"{""coordinates"": [2.35093, 48.882086999051985], ""type"": ""Point""}";n2190097151;NON;14;;public;NON;NON;arceaux;75110;10e Arrondissement;2020-10-01T02:00:00+02:00;
48.804807299051475,2.424440299999999;"{""coordinates"": [2.4244403, 48.804807299051475], ""type"": ""Point""}";n6468116118;NON;2;;public;NON;NON;arceaux;94002;Alfortville;2019-05-01T02:00:00+02:00;
48.84640459905174,2.3264369000000005;"{""coordinates"": [2.3264369, 48.84640459905174], ""type"": ""Point""}";n1765177782;NON;6;;public;NON;NON;arceaux;75106;6e Arrondissement;2021-05-01T02:00:00+02:00;
48.84641099905175,2.320659;"{""coordinates"": [2.320659, 48.84641099905175], ""type"": ""Point""}";n10272923342;NON;12;;public;NON;NON;inconnu;75106;6e Arrondissement;2022-12-01T01:00:00+01:00;
48.80807149905151,2.3882709000000006;"{""coordinates"": [2.3882709, 48.80807149905151], ""type"": ""Point""}";n3497076635;NON;0;;public;NON;NON;inconnu;94041;Ivry-sur-Seine;2015-05-01T02:00:00+02:00;
48.62066049905025,2.544163799999999;"{""coordinates"": [2.5441638, 48.62066049905025], ""type"": ""Point""}";n10707039029;NON;6;;public;NON;NON;ratelier;77251;Lieusaint;2023-03-01T01:00:00+01:00;
48.69653119905076,2.1905212;"{""coordinates"": [2.1905212, 48.69653119905076], ""type"": ""Point""}";n5182371874;NON;0;;public;NON;NON;inconnu;91471;Orsay;2017-10-01T02:00:00+02:00;
48.841311699051715,2.385694199999999;"{""coordinates"": [2.3856942, 48.841311699051715], ""type"": ""Point""}";n10132696214;NON;10;;public;NON;NON;arceaux;75112;12e Arrondissement;2023-02-01T01:00:00+01:00;
48.86666069905187,2.3687441999999996;"{""coordinates"": [2.3687442, 48.86666069905187], ""type"": ""Point""}";n1225293461;NON;22;;public;NON;NON;arceaux;75111;11e Arrondissement;2019-03-01T01:00:00+01:00;
48.84537979905174,2.2359579999999997;"{""coordinates"": [2.235958, 48.84537979905174], ""type"": ""Point""}";n10603809555;NON;16;;public;OUI;NON;arceaux;92012;Boulogne-Billancourt;2023-03-01T01:00:00+01:00;
48.7942049990514,2.4546169;"{""coordinates"": [2.4546169, 48.7942049990514], ""type"": ""Point""}";n9671963161;NON;8;;clientele;NON;NON;arceaux;94028;Créteil;2022-07-01T02:00:00+02:00;
48.79972429905146,2.492924;"{""coordinates"": [2.492924, 48.79972429905146], ""type"": ""Point""}";n3352032283;NON;6;;public;NON;NON;arceaux;94068;Saint-Maur-des-Fossés;2015-02-01T01:00:00+01:00;
48.889726799052035,2.2471098;"{""coordinates"": [2.2471098, 48.889726799052035], ""type"": ""Point""}";n7288714530;NON;0;;public;NON;NON;arceaux;92026;Courbevoie;2020-03-01T01:00:00+01:00;
48.84500519905174,2.2782781;"{""coordinates"": [2.2782781, 48.84500519905174], ""type"": ""Point""}";n5688867404;NON;2;;public;NON;NON;arceaux;75115;15e Arrondissement;2022-06-01T02:00:00+02:00;
48.87091469905191,2.486446599999999;"{""coordinates"": [2.4864466, 48.87091469905191], ""type"": ""Point""}";n9135559991;NON;6;;public;NON;NON;arceaux;93064;Rosny-sous-Bois;2021-09-01T02:00:00+02:00;
48.90022049905211,2.2635379999999996;"{""coordinates"": [2.263538, 48.90022049905211], ""type"": ""Point""}";n3567022627;NON;4;;public;NON;NON;arceaux;92026;Courbevoie;2021-06-01T02:00:00+02:00;
48.780646399051314,2.0410232000000006;"{""coordinates"": [2.0410232, 48.780646399051314], ""type"": ""Point""}";n10034231782;NON;6;;public;NON;NON;arceaux;78423;Montigny-le-Bretonneux;2022-09-01T02:00:00+02:00;
48.86906349905192,2.2760805;"{""coordinates"": [2.2760805, 48.86906349905192], ""type"": ""Point""}";n5615336429;NON;2;;public;NON;NON;inconnu;75116;16e Arrondissement;2018-05-01T02:00:00+02:00;
48.83960669905171,2.323325899999999;"{""coordinates"": [2.3233259, 48.83960669905171], ""type"": ""Point""}";n9353630265;NON;5;;public;NON;NON;autres;75114;14e Arrondissement;2022-04-01T02:00:00+02:00;
48.84191129905172,2.3403268;"{""coordinates"": [2.3403268, 48.84191129905172], ""type"": ""Point""}";n8225019062;NON;9;;public;NON;NON;autres;75105;5e Arrondissement;2021-06-01T02:00:00+02:00;
48.77035399905124,2.6899722999999995;"{""coordinates"": [2.6899723, 48.77035399905124], ""type"": ""Point""}";n3066710433;NON;16;;public;NON;NON;arceaux;77350;Ozoir-la-Ferrière;2021-10-01T02:00:00+02:00;
48.82086689905158,2.4272896000000004;"{""coordinates"": [2.4272896, 48.82086689905158], ""type"": ""Point""}";n9948220510;OUI;6;;clientele;NON;NON;ratelier;94069;Saint-Maurice;2022-08-01T02:00:00+02:00;
48.78952809905136,2.5048923000000003;"{""coordinates"": [2.5048923, 48.78952809905136], ""type"": ""Point""}";n1480341805;NON;0;;public;NON;NON;inconnu;94068;Saint-Maur-des-Fossés;2021-02-01T01:00:00+01:00;
48.84715329905174,2.2837753999999997;"{""coordinates"": [2.2837754, 48.84715329905174], ""type"": ""Point""}";n7484776260;NON;30;;public;NON;NON;arceaux;75115;15e Arrondissement;2021-11-01T01:00:00+01:00;
48.8970974990521,2.1947149999999995;"{""coordinates"": [2.194715, 48.8970974990521], ""type"": ""Point""}";n4230213622;NON;12;;public;NON;NON;arceaux;92050;Nanterre;2023-03-01T01:00:00+01:00;
48.852957699051785,2.4447969999999986;"{""coordinates"": [2.444797, 48.852957699051785], ""type"": ""Point""}";n7648880119;NON;8;;public;NON;NON;arceaux;93048;Montreuil;2021-04-01T02:00:00+02:00;
48.84915929905177,2.3682435999999987;"{""coordinates"": [2.3682436, 48.84915929905177], ""type"": ""Point""}";n5470812038;NON;14;;public;NON;NON;arceaux;75112;12e Arrondissement;2022-09-01T02:00:00+02:00;
48.820512999051566,2.368912299999999;"{""coordinates"": [2.3689123, 48.820512999051566], ""type"": ""Point""}";n7513731883;NON;4;;public;NON;NON;arceaux;75113;13e Arrondissement;2020-05-01T02:00:00+02:00;
48.83251859905166,2.2517194999999988;"{""coordinates"": [2.2517195, 48.83251859905166], ""type"": ""Point""}";n1054432196;NON;0;;public;NON;NON;arceaux;92012;Boulogne-Billancourt;2023-04-01T02:00:00+02:00;
48.82047689905158,2.2630916999999995;"{""coordinates"": [2.2630917, 48.82047689905158], ""type"": ""Point""}";n8852995096;NON;12;;public;NON;NON;arceaux;92040;Issy-les-Moulineaux;2021-06-01T02:00:00+02:00;
48.85452399905181,2.415827099999999;"{""coordinates"": [2.4158271, 48.85452399905181], ""type"": ""Point""}";n7649674380;NON;8;;public;NON;NON;arceaux;93048;Montreuil;2020-06-01T02:00:00+02:00;
48.825662299051615,2.1257721000000003;"{""coordinates"": [2.1257721, 48.825662299051615], ""type"": ""Point""}";n3665553273;NON;20;;public;NON;NON;arceaux;78158;Le Chesnay;2015-07-01T02:00:00+02:00;
48.86133219905185,2.437708199999999;"{""coordinates"": [2.4377082, 48.86133219905185], ""type"": ""Point""}";n7652085325;NON;26;;public;NON;NON;arceaux;93048;Montreuil;2022-10-01T02:00:00+02:00;
48.83002869905164,2.347102299999998;"{""coordinates"": [2.3471023, 48.83002869905164], ""type"": ""Point""}";n2267747906;NON;10;;public;NON;NON;arceaux;75113;13e Arrondissement;2021-04-01T02:00:00+02:00;
48.851763499051785,2.337212699999999;"{""coordinates"": [2.3372127, 48.851763499051785], ""type"": ""Point""}";n10271673030;NON;5;;public;NON;NON;autres;75106;6e Arrondissement;2022-12-01T01:00:00+01:00;
48.85142919905179,2.416676999999999;"{""coordinates"": [2.416677, 48.85142919905179], ""type"": ""Point""}";n7649570603;NON;4;;public;NON;NON;arceaux;93048;Montreuil;2020-06-01T02:00:00+02:00;
48.87464999905195,2.3397489999999994;"{""coordinates"": [2.339749, 48.87464999905195], ""type"": ""Point""}";n10316532209;NON;0;;public;NON;NON;inconnu;75109;9e Arrondissement;2023-01-01T01:00:00+01:00;
48.708771099050836,2.1728167;"{""coordinates"": [2.1728167, 48.708771099050836], ""type"": ""Point""}";n6087789009;OUI;0;;clientele;NON;NON;arceaux;91471;Orsay;2022-10-01T02:00:00+02:00;
48.77795979905129,2.314877;"{""coordinates"": [2.314877, 48.77795979905129], ""type"": ""Point""}";n7844085251;NON;10;;public;NON;NON;arceaux;92014;Bourg-la-Reine;2021-12-01T01:00:00+01:00;
48.78743949905136,2.2926886;"{""coordinates"": [2.2926886, 48.78743949905136], ""type"": ""Point""}";n10271757943;OUI;12;;public;NON;NON;arceaux;92032;Fontenay-aux-Roses;2022-12-01T01:00:00+01:00;
48.89030559905204,2.1692239;"{""coordinates"": [2.1692239, 48.89030559905204], ""type"": ""Point""}";n10690915131;NON;8;;public;NON;NON;inconnu;92063;Rueil-Malmaison;2023-03-01T01:00:00+01:00;
48.834246899051664,2.2440739999999995;"{""coordinates"": [2.244074, 48.834246899051664], ""type"": ""Point""}";n903994461;NON;0;;public;NON;NON;inconnu;92012;Boulogne-Billancourt;2010-09-01T02:00:00+02:00;
49.04536819905309,2.0842959999999997;"{""coordinates"": [2.084296, 49.04536819905309], ""type"": ""Point""}";n10106618817;NON;6;;public;NON;NON;arceaux;95500;Pontoise;2022-10-01T02:00:00+02:00;
49.007444099052854,2.197009599999999;"{""coordinates"": [2.1970096, 49.007444099052854], ""type"": ""Point""}";n9019235462;NON;10;;public;NON;NON;arceaux;95424;Montigny-lès-Cormeilles;2021-11-01T01:00:00+01:00;
48.888012299052036,2.2454930999999996;"{""coordinates"": [2.2454931, 48.888012299052036], ""type"": ""Point""}";n5457873152;NON;20;;public;NON;NON;arceaux;92062;Puteaux;2020-03-01T01:00:00+01:00;
48.89067819905205,2.2514405;"{""coordinates"": [2.2514405, 48.89067819905205], ""type"": ""Point""}";n3592710340;NON;5;;public;NON;NON;ratelier;92026;Courbevoie;2015-06-01T02:00:00+02:00;
48.765853999051224,2.286498999999999;"{""coordinates"": [2.286499, 48.765853999051224], ""type"": ""Point""}";n9991243984;NON;8;;public;NON;NON;arceaux;92019;Châtenay-Malabry;2022-08-01T02:00:00+02:00;
48.83240279905166,2.3625494;"{""coordinates"": [2.3625494, 48.83240279905166], ""type"": ""Point""}";n8944210346;NON;0;;public;NON;NON;autres;75113;13e Arrondissement;2021-07-01T02:00:00+02:00;
48.91163169905219,2.2911596000000003;"{""coordinates"": [2.2911596, 48.91163169905219], ""type"": ""Point""}";n8412765779;NON;0;;public;NON;NON;inconnu;92004;Asnières-sur-Seine;2021-02-01T01:00:00+01:00;
48.72684259905096,2.2836549;"{""coordinates"": [2.2836549, 48.72684259905096], ""type"": ""Point""}";n5938660932;NON;4;Allée de Pologne;public;NON;NON;arceaux;91377;Massy;2018-09-01T02:00:00+02:00;
48.868063199051896,2.351874;"{""coordinates"": [2.351874, 48.868063199051896], ""type"": ""Point""}";n9221846845;NON;12;;public;NON;NON;arceaux;75102;2e Arrondissement;2021-11-01T01:00:00+01:00;
48.80310039905148,2.485201899999999;"{""coordinates"": [2.4852019, 48.80310039905148], ""type"": ""Point""}";n770357303;NON;6;;public;NON;NON;inconnu;94068;Saint-Maur-des-Fossés;2014-07-01T02:00:00+02:00;
48.82864889905163,2.3455852999999998;"{""coordinates"": [2.3455853, 48.82864889905163], ""type"": ""Point""}";n5628678099;NON;20;;public;NON;NON;arceaux;75113;13e Arrondissement;2020-05-01T02:00:00+02:00;
48.87744199905196,2.294214699999999;"{""coordinates"": [2.2942147, 48.87744199905196], ""type"": ""Point""}";n8650890633;NON;5;;public;NON;NON;autres;75117;17e Arrondissement;2021-04-01T02:00:00+02:00;
48.830832299051636,2.3455119999999985;"{""coordinates"": [2.345512, 48.830832299051636], ""type"": ""Point""}";n7537095853;NON;8;;public;NON;NON;arceaux;75113;13e Arrondissement;2021-07-01T02:00:00+02:00;
48.80574569905148,2.1366544;"{""coordinates"": [2.1366544, 48.80574569905148], ""type"": ""Point""}";n7887199997;NON;0;;clientele;NON;NON;inconnu;78646;Versailles;2020-09-01T02:00:00+02:00;
48.733556899050996,2.251054899999999;"{""coordinates"": [2.2510549, 48.733556899050996], ""type"": ""Point""}";n10710019528;NON;8;;public;NON;NON;arceaux;91377;Massy;2023-03-01T01:00:00+01:00;
49.0021771990528,2.1867535000000005;"{""coordinates"": [2.1867535, 49.0021771990528], ""type"": ""Point""}";n9526440337;OUI;24;;public;NON;NON;arceaux;95306;Herblay;2022-02-01T01:00:00+01:00;
48.97096369905259,2.0278538999999993;"{""coordinates"": [2.0278539, 48.97096369905259], ""type"": ""Point""}";n3102219142;NON;12;;public;NON;NON;ratelier;78138;Chanteloup-les-Vignes;2021-11-01T01:00:00+01:00;
48.732628699051006,2.2920953999999996;"{""coordinates"": [2.2920954, 48.732628699051006], ""type"": ""Point""}";n2326430915;NON;4;Accroch' Vélo;public;NON;NON;arceaux;91377;Massy;2014-04-01T02:00:00+02:00;
48.738278999051026,3.1288853000000003;"{""coordinates"": [3.1288853, 48.738278999051026], ""type"": ""Point""}";n7874635068;NON;0;;privee;NON;NON;inconnu;77002;Amillis;2023-03-01T01:00:00+01:00;
48.80717714520255,2.0600340107900017;"{""coordinates"": [2.060034010790002, 48.80717714520255], ""type"": ""Point""}";w1089797052;NON;4;;public;NON;NON;arceaux;78545;Saint-Cyr-l'École;2022-08-01T02:00:00+02:00;
48.71109159905086,2.1637208999999986;"{""coordinates"": [2.1637209, 48.71109159905086], ""type"": ""Point""}";n8319371949;NON;20;;public;NON;NON;arceaux;91272;Gif-sur-Yvette;2022-06-01T02:00:00+02:00;
48.89541929905208,2.0726314999999986;"{""coordinates"": [2.0726315, 48.89541929905208], ""type"": ""Point""}";n10228349310;NON;8;;public;NON;NON;arceaux;78551;Saint-Germain-en-Laye;2022-11-01T01:00:00+01:00;
48.88684709905201,2.3598363;"{""coordinates"": [2.3598363, 48.88684709905201], ""type"": ""Point""}";n9521533049;NON;6;;public;NON;NON;arceaux;75118;18e Arrondissement;2022-02-01T01:00:00+01:00;
48.83039059905165,2.351558099999999;"{""coordinates"": [2.3515581, 48.83039059905165], ""type"": ""Point""}";n10271706960;NON;12;;public;NON;NON;inconnu;75113;13e Arrondissement;2022-12-01T01:00:00+01:00;
48.846189799051736,2.4121614999999994;"{""coordinates"": [2.4121615, 48.846189799051736], ""type"": ""Point""}";n2320517708;NON;8;;public;NON;NON;arceaux;75112;12e Arrondissement;2018-05-01T02:00:00+02:00;
48.880776599051956,2.3112706;"{""coordinates"": [2.3112706, 48.880776599051956], ""type"": ""Point""}";n5620640035;NON;10;;public;NON;NON;arceaux;75117;17e Arrondissement;2020-10-01T02:00:00+02:00;
48.84091989905171,2.299958899999999;"{""coordinates"": [2.2999589, 48.84091989905171], ""type"": ""Point""}";n9276906565;NON;10;;public;NON;NON;arceaux;75115;15e Arrondissement;2021-11-01T01:00:00+01:00;
48.9266958990523,2.189162499999999;"{""coordinates"": [2.1891625, 48.9266958990523], ""type"": ""Point""}";n8807060853;NON;6;;public;NON;NON;arceaux;78311;Houilles;2021-06-01T02:00:00+02:00;
48.88879459905205,2.2404338999999998;"{""coordinates"": [2.2404339, 48.88879459905205], ""type"": ""Point""}";n6891165789;OUI;92;;public;NON;NON;arceaux;92062;Puteaux;2019-10-01T02:00:00+02:00;
48.9269064046511,2.518931308004109;"{""coordinates"": [2.518931308004109, 48.9269064046511], ""type"": ""Point""}";w709682931;OUI;10;;public;NON;NON;arceaux;93071;Sevran;2022-09-01T02:00:00+02:00;
48.79497869905142,2.416046299999999;"{""coordinates"": [2.4160463, 48.79497869905142], ""type"": ""Point""}";n2355767926;OUI;0;;public;NON;NON;arceaux;94081;Vitry-sur-Seine;2021-10-01T02:00:00+02:00;
48.82622059905162,2.3027099999999994;"{""coordinates"": [2.30271, 48.82622059905162], ""type"": ""Point""}";n8570140196;NON;5;;public;NON;NON;arceaux;75114;14e Arrondissement;2021-04-01T02:00:00+02:00;
48.939158399052374,2.3561785000000004;"{""coordinates"": [2.3561785, 48.939158399052374], ""type"": ""Point""}";n7813061860;NON;8;;public;NON;NON;inconnu;93066;Saint-Denis;2020-08-01T02:00:00+02:00;
48.82620899905161,2.5411274999999987;"{""coordinates"": [2.5411275, 48.82620899905161], ""type"": ""Point""}";n10588857723;NON;0;;public;NON;NON;inconnu;94079;Villiers-sur-Marne;2023-01-01T01:00:00+01:00;
48.870205299051904,2.3638194999999995;"{""coordinates"": [2.3638195, 48.870205299051904], ""type"": ""Point""}";n9866698834;NON;12;;public;NON;NON;arceaux;75110;10e Arrondissement;2022-10-01T02:00:00+02:00;
48.80117119905145,2.153316599999999;"{""coordinates"": [2.1533166, 48.80117119905145], ""type"": ""Point""}";n9885692513;OUI;0;;privee;NON;NON;casier;78646;Versailles;2022-10-01T02:00:00+02:00;
48.90132739905212,2.2151510999999995;"{""coordinates"": [2.2151511, 48.90132739905212], ""type"": ""Point""}";n9532882560;NON;18;;public;NON;NON;arceaux;92050;Nanterre;2022-02-01T01:00:00+01:00;
48.74696539905109,2.266402899999999;"{""coordinates"": [2.2664029, 48.74696539905109], ""type"": ""Point""}";n9788587382;NON;4;;public;NON;NON;arceaux;91645;Verrières-le-Buisson;2022-06-01T02:00:00+02:00;
48.84481269905174,2.4048053999999994;"{""coordinates"": [2.4048054, 48.84481269905174], ""type"": ""Point""}";n5686051852;NON;16;;public;NON;NON;arceaux;75112;12e Arrondissement;2018-06-01T02:00:00+02:00;
48.76819932483358,2.1246992991216036;"{""coordinates"": [2.124699299121604, 48.76819932483358], ""type"": ""Point""}";w63002938;OUI;0;;public;NON;NON;inconnu;78117;Buc;2018-08-01T02:00:00+02:00;
48.80521949905148,2.1314657999999995;"{""coordinates"": [2.1314658, 48.80521949905148], ""type"": ""Point""}";n9577556629;NON;2;;public;NON;NON;arceaux;78646;Versailles;2022-03-01T01:00:00+01:00;
48.82806579905163,2.3524816999999993;"{""coordinates"": [2.3524817, 48.82806579905163], ""type"": ""Point""}";n5171646186;NON;6;;public;NON;NON;arceaux;75113;13e Arrondissement;2018-11-01T01:00:00+01:00;
48.91958449905224,2.3442054999999993;"{""coordinates"": [2.3442055, 48.91958449905224], ""type"": ""Point""}";w679068902;NON;10;;public;NON;NON;arceaux;93066;Saint-Denis;2019-03-01T01:00:00+01:00;
48.82890849905163,2.294625899999999;"{""coordinates"": [2.2946259, 48.82890849905163], ""type"": ""Point""}";n8401771418;NON;8;;public;NON;NON;autres;75115;15e Arrondissement;2021-02-01T01:00:00+01:00;
48.7778061990513,2.229690700000001;"{""coordinates"": [2.2296907, 48.7778061990513], ""type"": ""Point""}";n7294974601;NON;4;;public;NON;NON;arceaux;92023;Clamart;2020-03-01T01:00:00+01:00;
48.89375819905207,2.1658025999999992;"{""coordinates"": [2.1658026, 48.89375819905207], ""type"": ""Point""}";n9709927508;OUI;0;;public;NON;NON;abri;78146;Chatou;2022-05-01T02:00:00+02:00;
48.88281639905199,2.334734299999999;"{""coordinates"": [2.3347343, 48.88281639905199], ""type"": ""Point""}";n10722426843;NON;20;;public;NON;NON;arceaux;75109;9e Arrondissement;2023-03-01T01:00:00+01:00;
48.86150389905187,2.3826773;"{""coordinates"": [2.3826773, 48.86150389905187], ""type"": ""Point""}";n10273705152;NON;7;;public;NON;NON;arceaux;75111;11e Arrondissement;2022-12-01T01:00:00+01:00;
48.838772099051695,2.4605788000000004;"{""coordinates"": [2.4605788, 48.838772099051695], ""type"": ""Point""}";n7515182013;NON;6;;public;NON;NON;arceaux;75112;12e Arrondissement;2020-11-01T01:00:00+01:00;
48.846502764435435,2.472175646017166;"{""coordinates"": [2.472175646017166, 48.846502764435435], ""type"": ""Point""}";w772988941;OUI;6;;public;OUI;NON;abri;94033;Fontenay-sous-Bois;2021-03-01T01:00:00+01:00;
48.99134449905272,2.1659632000000006;"{""coordinates"": [2.1659632, 48.99134449905272], ""type"": ""Point""}";n10610755066;NON;6;;public;NON;NON;arceaux;95306;Herblay;2023-02-01T01:00:00+01:00;
48.83159629905167,2.281535299999999;"{""coordinates"": [2.2815353, 48.83159629905167], ""type"": ""Point""}";n5628185788;NON;10;;public;NON;NON;arceaux;75115;15e Arrondissement;2021-06-01T02:00:00+02:00;
48.93408719905233,2.0411616999999995;"{""coordinates"": [2.0411617, 48.93408719905233], ""type"": ""Point""}";n9462745215;NON;6;;public;NON;NON;arceaux;78498;Poissy;2022-01-01T01:00:00+01:00;
48.84491199905174,2.3894877999999995;"{""coordinates"": [2.3894878, 48.84491199905174], ""type"": ""Point""}";n10263139891;NON;6;;public;NON;NON;arceaux;75112;12e Arrondissement;2022-12-01T01:00:00+01:00;
48.85257359905181,2.299898699999999;"{""coordinates"": [2.2998987, 48.85257359905181], ""type"": ""Point""}";n2713230108;NON;10;;public;NON;NON;arceaux;75107;7e Arrondissement;2018-05-01T02:00:00+02:00;
48.881098099051975,2.378893699999999;"{""coordinates"": [2.3788937, 48.881098099051975], ""type"": ""Point""}";n10307198188;NON;10;;public;NON;NON;arceaux;75119;19e Arrondissement;2023-04-01T02:00:00+02:00;
