geo_point_2d;geo_shape;osm_id;couvert;capacite;nom;acces;payant;surveille;type;insee_com;nom_com;date_modif;notes
48.84702059905175,2.4275235;"{""coordinates"": [2.4275235, 48.84702059905175], ""type"": ""Point""}";n4689162267;NON;20;Avenue Antoine Quinson;public;NON;NON;arceaux;94080;Vincennes;2020-12-01T01:00:00+01:00;
48.848009999051754,2.3944952;"{""coordinates"": [2.3944952, 48.848009999051754], ""type"": ""Point""}";n6606197783;NON;10;;public;NON;NON;arceaux;75112;12e Arrondissement;2019-07-01T02:00:00+02:00;
48.846247099051745,2.2807350000000004;"{""coordinates"": [2.280735, 48.846247099051745], ""type"": ""Point""}";n5628185772;NON;8;;public;NON;NON;arceaux;75115;15e Arrondissement;2021-03-01T01:00:00+01:00;
48.79169789905139,1.9718313999999997;"{""coordinates"": [1.9718314, 48.79169789905139], ""type"": ""Point""}";n5664200278;NON;24;;public;NON;NON;arceaux;78208;Élancourt;2022-07-01T02:00:00+02:00;
48.858112799051824,2.4371698;"{""coordinates"": [2.4371698, 48.858112799051824], ""type"": ""Point""}";n7652085333;NON;6;;public;NON;NON;arceaux;93048;Montreuil;2021-04-01T02:00:00+02:00;
48.869707799051916,2.4024297;"{""coordinates"": [2.4024297, 48.869707799051916], ""type"": ""Point""}";n10674441655;NON;16;;public;NON;NON;arceaux;75120;20e Arrondissement;2023-02-01T01:00:00+01:00;
48.8690621990519,2.3641040999999987;"{""coordinates"": [2.3641041, 48.8690621990519], ""type"": ""Point""}";n5613890226;NON;22;;public;NON;NON;arceaux;75110;10e Arrondissement;2020-08-01T02:00:00+02:00;
48.87815179905196,2.3722529;"{""coordinates"": [2.3722529, 48.87815179905196], ""type"": ""Point""}";n5443280816;NON;8;;public;NON;NON;arceaux;75119;19e Arrondissement;2021-11-01T01:00:00+01:00;
48.70969109905084,2.1723649000000003;"{""coordinates"": [2.1723649, 48.70969109905084], ""type"": ""Point""}";n9928254546;NON;16;;public;NON;NON;arceaux;91471;Orsay;2022-11-01T01:00:00+01:00;
48.71419869905086,2.2003856000000006;"{""coordinates"": [2.2003856, 48.71419869905086], ""type"": ""Point""}";n8000070397;OUI;10;;public;NON;NON;arceaux;91477;Palaiseau;2022-07-01T02:00:00+02:00;
48.91420649905222,2.412581499999999;"{""coordinates"": [2.4125815, 48.91420649905222], ""type"": ""Point""}";n6336201677;NON;12;;public;NON;NON;inconnu;93055;Pantin;2019-03-01T01:00:00+01:00;
48.79280369905139,2.387270599999999;"{""coordinates"": [2.3872706, 48.79280369905139], ""type"": ""Point""}";n389729603;NON;10;;public;NON;NON;inconnu;94081;Vitry-sur-Seine;2022-03-01T01:00:00+01:00;
48.8983343990521,2.3828979999999986;"{""coordinates"": [2.382898, 48.8983343990521], ""type"": ""Point""}";n5691534526;NON;8;;public;NON;NON;arceaux;75119;19e Arrondissement;2023-02-01T01:00:00+01:00;
48.882990999051984,2.3243895999999995;"{""coordinates"": [2.3243896, 48.882990999051984], ""type"": ""Point""}";n5620640083;NON;8;;public;NON;NON;arceaux;75117;17e Arrondissement;2021-02-01T01:00:00+01:00;
48.83336249905166,2.3145083;"{""coordinates"": [2.3145083, 48.83336249905166], ""type"": ""Point""}";n2650141027;NON;14;;public;NON;NON;arceaux;75114;14e Arrondissement;2018-05-01T02:00:00+02:00;
48.83755389905169,2.2798242999999987;"{""coordinates"": [2.2798243, 48.83755389905169], ""type"": ""Point""}";n7578076917;NON;4;;public;NON;NON;arceaux;75115;15e Arrondissement;2021-05-01T02:00:00+02:00;
48.87630029905195,2.3326128;"{""coordinates"": [2.3326128, 48.87630029905195], ""type"": ""Point""}";n2409286698;NON;22;;public;NON;NON;arceaux;75109;9e Arrondissement;2021-06-01T02:00:00+02:00;
48.89448639905208,2.3199818999999997;"{""coordinates"": [2.3199819, 48.89448639905208], ""type"": ""Point""}";n10097862545;NON;8;;public;OUI;NON;arceaux;75117;17e Arrondissement;2022-10-01T02:00:00+02:00;
48.71020439905084,2.3616043999999996;"{""coordinates"": [2.3616044, 48.71020439905084], ""type"": ""Point""}";n10159869682;NON;12;;public;NON;NON;arceaux;91479;Paray-Vieille-Poste;2022-11-01T01:00:00+01:00;
48.82704099905163,2.3662197999999997;"{""coordinates"": [2.3662198, 48.82704099905163], ""type"": ""Point""}";n4294770443;NON;20;;public;NON;NON;arceaux;75113;13e Arrondissement;2019-02-01T01:00:00+01:00;
48.84301159905173,2.312323899999999;"{""coordinates"": [2.3123239, 48.84301159905173], ""type"": ""Point""}";n5628185818;NON;10;;public;NON;NON;arceaux;75115;15e Arrondissement;2022-11-01T01:00:00+01:00;
48.7178199990509,2.1011727999999996;"{""coordinates"": [2.1011728, 48.7178199990509], ""type"": ""Point""}";n5776907821;NON;10;;public;NON;NON;arceaux;78356;Magny-les-Hameaux;2018-07-01T02:00:00+02:00;
48.82159819905159,2.33252;"{""coordinates"": [2.33252, 48.82159819905159], ""type"": ""Point""}";n2682494227;NON;26;;public;NON;NON;arceaux;75114;14e Arrondissement;2019-12-01T01:00:00+01:00;
48.83320859905168,2.2995548999999986;"{""coordinates"": [2.2995549, 48.83320859905168], ""type"": ""Point""}";n4348836975;NON;4;;public;NON;NON;arceaux;75115;15e Arrondissement;2016-08-01T02:00:00+02:00;
48.84209119905173,2.2935784000000004;"{""coordinates"": [2.2935784, 48.84209119905173], ""type"": ""Point""}";n2524860461;NON;4;;public;NON;NON;arceaux;75115;15e Arrondissement;2018-05-01T02:00:00+02:00;
48.80031349905145,2.2635252;"{""coordinates"": [2.2635252, 48.80031349905145], ""type"": ""Point""}";n4373361194;NON;4;;public;NON;NON;arceaux;92023;Clamart;2023-02-01T01:00:00+01:00;
48.84324039905173,2.327542999999999;"{""coordinates"": [2.327543, 48.84324039905173], ""type"": ""Point""}";n10271251809;NON;14;;public;NON;NON;arceaux;75106;6e Arrondissement;2023-02-01T01:00:00+01:00;
48.849651699051776,2.4289732999999987;"{""coordinates"": [2.4289733, 48.849651699051776], ""type"": ""Point""}";n7649102816;NON;6;;public;NON;NON;arceaux;93048;Montreuil;2020-11-01T01:00:00+01:00;
48.88798649905203,2.2980252999999995;"{""coordinates"": [2.2980253, 48.88798649905203], ""type"": ""Point""}";n7614492845;NON;2;;public;NON;NON;arceaux;75117;17e Arrondissement;2020-06-01T02:00:00+02:00;
48.867118199051895,2.4092469999999997;"{""coordinates"": [2.409247, 48.867118199051895], ""type"": ""Point""}";n2629096047;NON;10;;public;NON;NON;arceaux;75120;20e Arrondissement;2018-05-01T02:00:00+02:00;
48.872396599051925,2.2186737;"{""coordinates"": [2.2186737, 48.872396599051925], ""type"": ""Point""}";n8973943286;NON;8;;public;NON;NON;arceaux;92073;Suresnes;2021-08-01T02:00:00+02:00;
48.724266399050926,2.1534625000000007;"{""coordinates"": [2.1534625, 48.724266399050926], ""type"": ""Point""}";n5645430744;OUI;0;;public;NON;NON;inconnu;91534;Saclay;2018-05-01T02:00:00+02:00;
48.845155899051754,2.4411906999999995;"{""coordinates"": [2.4411907, 48.845155899051754], ""type"": ""Point""}";n7515182015;NON;100;;public;NON;NON;arceaux;75112;12e Arrondissement;2021-03-01T01:00:00+01:00;
48.866297499051875,2.3400905999999995;"{""coordinates"": [2.3400906, 48.866297499051875], ""type"": ""Point""}";n7621825477;NON;10;;public;NON;NON;arceaux;75102;2e Arrondissement;2022-04-01T02:00:00+02:00;
48.83699069905169,2.3531931999999984;"{""coordinates"": [2.3531932, 48.83699069905169], ""type"": ""Point""}";n6920378004;NON;10;;public;NON;NON;arceaux;75113;13e Arrondissement;2019-12-01T01:00:00+01:00;
48.90741429905217,2.271881299999999;"{""coordinates"": [2.2718813, 48.90741429905217], ""type"": ""Point""}";n3697398446;NON;6;;public;NON;NON;arceaux;92004;Asnières-sur-Seine;2015-08-01T02:00:00+02:00;
48.714818099050895,2.4608583999999993;"{""coordinates"": [2.4608584, 48.714818099050895], ""type"": ""Point""}";n9820455427;NON;4;;public;NON;NON;inconnu;91191;Crosne;2022-06-01T02:00:00+02:00;
48.833713199051665,2.365260599999999;"{""coordinates"": [2.3652606, 48.833713199051665], ""type"": ""Point""}";n2267747914;NON;20;;public;NON;NON;arceaux;75113;13e Arrondissement;2022-06-01T02:00:00+02:00;
48.86132639905186,2.2807061;"{""coordinates"": [2.2807061, 48.86132639905186], ""type"": ""Point""}";n5537600523;NON;14;;public;NON;NON;arceaux;75116;16e Arrondissement;2018-05-01T02:00:00+02:00;
48.887200999052034,2.3258130000000006;"{""coordinates"": [2.325813, 48.887200999052034], ""type"": ""Point""}";n2665783659;NON;8;;public;NON;NON;arceaux;75118;18e Arrondissement;2023-02-01T01:00:00+01:00;
48.84886199905175,2.4462711999999995;"{""coordinates"": [2.4462712, 48.84886199905175], ""type"": ""Point""}";n9472417548;NON;8;;public;NON;NON;arceaux;94080;Vincennes;2022-12-01T01:00:00+01:00;
48.674403799050616,2.5342135999999993;"{""coordinates"": [2.5342136, 48.674403799050616], ""type"": ""Point""}";n9156300234;NON;2;;public;NON;NON;arceaux;91514;Quincy-sous-Sénart;2021-10-01T02:00:00+02:00;
48.86392059905187,2.3721494999999995;"{""coordinates"": [2.3721495, 48.86392059905187], ""type"": ""Point""}";n5630763887;NON;10;;public;NON;NON;inconnu;75111;11e Arrondissement;2021-06-01T02:00:00+02:00;
48.86275869905186,2.359551399999999;"{""coordinates"": [2.3595514, 48.86275869905186], ""type"": ""Point""}";n8950382691;NON;0;;public;NON;NON;autres;75103;3e Arrondissement;2021-07-01T02:00:00+02:00;
48.875755499051955,2.5527387999999993;"{""coordinates"": [2.5527388, 48.875755499051955], ""type"": ""Point""}";n9410375487;NON;6;;public;NON;NON;arceaux;93032;Gagny;2022-01-01T01:00:00+01:00;
48.842730099051735,2.3481624;"{""coordinates"": [2.3481624, 48.842730099051735], ""type"": ""Point""}";n8523581791;NON;5;;public;NON;NON;inconnu;75105;5e Arrondissement;2021-03-01T01:00:00+01:00;
48.78415639905133,2.0425600999999998;"{""coordinates"": [2.0425601, 48.78415639905133], ""type"": ""Point""}";n10034231777;NON;6;;public;NON;NON;arceaux;78423;Montigny-le-Bretonneux;2022-09-01T02:00:00+02:00;
48.87136479905192,2.343319099999999;"{""coordinates"": [2.3433191, 48.87136479905192], ""type"": ""Point""}";n9756986333;NON;6;;public;NON;NON;arceaux;75102;2e Arrondissement;2022-05-01T02:00:00+02:00;
48.84253609905173,2.3158451999999996;"{""coordinates"": [2.3158452, 48.84253609905173], ""type"": ""Point""}";n9977851307;NON;8;;public;NON;NON;arceaux;75115;15e Arrondissement;2022-08-01T02:00:00+02:00;
48.79849869905143,2.1235820999999993;"{""coordinates"": [2.1235821, 48.79849869905143], ""type"": ""Point""}";n8569524059;NON;2;;public;NON;NON;arceaux;78646;Versailles;2021-03-01T01:00:00+01:00;
48.88116519905199,2.3103815999999986;"{""coordinates"": [2.3103816, 48.88116519905199], ""type"": ""Point""}";n5620642734;NON;6;;public;NON;NON;arceaux;75117;17e Arrondissement;2021-06-01T02:00:00+02:00;
48.92535959905227,2.1896776999999994;"{""coordinates"": [2.1896777, 48.92535959905227], ""type"": ""Point""}";n5496907387;NON;8;;public;NON;NON;arceaux;78311;Houilles;2021-05-01T02:00:00+02:00;
48.88326829905199,2.4031778000000004;"{""coordinates"": [2.4031778, 48.88326829905199], ""type"": ""Point""}";n8232193381;NON;8;;public;NON;NON;arceaux;93061;Le Pré-Saint-Gervais;2020-12-01T01:00:00+01:00;
48.84493369905174,2.3567629999999995;"{""coordinates"": [2.356763, 48.84493369905174], ""type"": ""Point""}";n10271673021;NON;11;;public;NON;NON;autres;75105;5e Arrondissement;2022-12-01T01:00:00+01:00;
48.893021999052074,2.3230741999999998;"{""coordinates"": [2.3230742, 48.893021999052074], ""type"": ""Point""}";n7619235197;NON;10;;public;NON;NON;arceaux;75117;17e Arrondissement;2022-01-01T01:00:00+01:00;
48.7647442990512,2.4882759;"{""coordinates"": [2.4882759, 48.7647442990512], ""type"": ""Point""}";n835349256;NON;6;;public;NON;NON;ratelier;94011;Bonneuil-sur-Marne;2023-02-01T01:00:00+01:00;
48.83199819905166,2.310557999999999;"{""coordinates"": [2.310558, 48.83199819905166], ""type"": ""Point""}";n10271227086;NON;10;;public;NON;NON;arceaux;75114;14e Arrondissement;2023-03-01T01:00:00+01:00;
48.89656779905208,2.338629299999999;"{""coordinates"": [2.3386293, 48.89656779905208], ""type"": ""Point""}";n637257828;NON;8;;public;NON;NON;arceaux;75118;18e Arrondissement;2018-05-01T02:00:00+02:00;
48.9885572990527,2.2506926999999997;"{""coordinates"": [2.2506927, 48.9885572990527], ""type"": ""Point""}";n9094399998;NON;6;;public;NON;NON;arceaux;95219;Ermont;2021-09-01T02:00:00+02:00;
48.81495839905155,2.2343362999999994;"{""coordinates"": [2.2343363, 48.81495839905155], ""type"": ""Point""}";n10587014445;NON;2;;public;OUI;NON;arceaux;92048;Meudon;2023-03-01T01:00:00+01:00;
48.82116269905159,2.307364199999999;"{""coordinates"": [2.3073642, 48.82116269905159], ""type"": ""Point""}";n8855050486;NON;6;;public;NON;NON;arceaux;92046;Malakoff;2021-06-01T02:00:00+02:00;
48.87110149905192,2.3521843999999996;"{""coordinates"": [2.3521844, 48.87110149905192], ""type"": ""Point""}";n9532263058;NON;6;;public;NON;NON;arceaux;75110;10e Arrondissement;2022-02-01T01:00:00+01:00;
48.876200799051944,2.3206036999999995;"{""coordinates"": [2.3206037, 48.876200799051944], ""type"": ""Point""}";n10597394287;NON;22;;public;NON;NON;arceaux;75108;8e Arrondissement;2023-02-01T01:00:00+01:00;
48.92356400583752,2.2179054701135215;"{""coordinates"": [2.217905470113521, 48.92356400583752], ""type"": ""Point""}";w872388414;NON;30;;public;NON;NON;autres;95063;Bezons;2020-11-01T01:00:00+01:00;
48.8673956990519,2.3242495;"{""coordinates"": [2.3242495, 48.8673956990519], ""type"": ""Point""}";n9402771517;NON;40;;public;NON;NON;arceaux;75101;1er Arrondissement;2022-04-01T02:00:00+02:00;
48.83855199905168,2.224278299999999;"{""coordinates"": [2.2242783, 48.83855199905168], ""type"": ""Point""}";n1687160684;NON;0;;public;NON;NON;inconnu;92012;Boulogne-Billancourt;2015-12-01T01:00:00+01:00;
48.82311789905159,2.5409956999999994;"{""coordinates"": [2.5409957, 48.82311789905159], ""type"": ""Point""}";n9148134273;NON;4;;public;NON;NON;arceaux;94079;Villiers-sur-Marne;2021-10-01T02:00:00+02:00;
48.70359929905081,2.1739985000000006;"{""coordinates"": [2.1739985, 48.70359929905081], ""type"": ""Point""}";n530276822;OUI;14;;public;NON;NON;arceaux;91471;Orsay;2021-06-01T02:00:00+02:00;
48.92031189905224,2.3143494999999996;"{""coordinates"": [2.3143495, 48.92031189905224], ""type"": ""Point""}";n5992475346;OUI;6;;public;NON;NON;arceaux;92036;Gennevilliers;2018-10-01T02:00:00+02:00;
48.81485709905154,2.348734699999999;"{""coordinates"": [2.3487347, 48.81485709905154], ""type"": ""Point""}";n8852409644;NON;8;;public;NON;NON;arceaux;94037;Gentilly;2021-07-01T02:00:00+02:00;
48.88679929905203,2.2837025000000004;"{""coordinates"": [2.2837025, 48.88679929905203], ""type"": ""Point""}";n8071805588;NON;6;;public;NON;NON;arceaux;92044;Levallois-Perret;2020-11-01T01:00:00+01:00;
48.8392828990517,2.3599647000000004;"{""coordinates"": [2.3599647, 48.8392828990517], ""type"": ""Point""}";n2337609782;NON;6;;public;NON;NON;arceaux;75113;13e Arrondissement;2022-06-01T02:00:00+02:00;
48.88093819905198,2.3498811;"{""coordinates"": [2.3498811, 48.88093819905198], ""type"": ""Point""}";n10259450217;NON;18;;public;NON;NON;arceaux;75110;10e Arrondissement;2022-12-01T01:00:00+01:00;
48.90308489905214,2.2682037999999984;"{""coordinates"": [2.2682038, 48.90308489905214], ""type"": ""Point""}";n3635825508;NON;8;;public;NON;NON;arceaux;92026;Courbevoie;2022-09-01T02:00:00+02:00;
48.83688489905169,2.3006225;"{""coordinates"": [2.3006225, 48.83688489905169], ""type"": ""Point""}";n7578076948;NON;2;;public;NON;NON;arceaux;75115;15e Arrondissement;2021-10-01T02:00:00+02:00;
48.82371019905159,2.3969603999999998;"{""coordinates"": [2.3969604, 48.82371019905159], ""type"": ""Point""}";n9774996838;NON;5;;public;NON;NON;arceaux;94018;Charenton-le-Pont;2023-03-01T01:00:00+01:00;
48.82172949905158,2.288403499999999;"{""coordinates"": [2.2884035, 48.82172949905158], ""type"": ""Point""}";n5210874428;NON;6;;public;NON;NON;ratelier;92075;Vanves;2020-11-01T01:00:00+01:00;
48.89043699905205,2.3021074;"{""coordinates"": [2.3021074, 48.89043699905205], ""type"": ""Point""}";n8644333389;NON;5;;public;NON;NON;autres;75117;17e Arrondissement;2021-04-01T02:00:00+02:00;
48.78371829905134,2.4277155999999986;"{""coordinates"": [2.4277156, 48.78371829905134], ""type"": ""Point""}";n6468152689;NON;4;;public;NON;NON;arceaux;94002;Alfortville;2019-05-01T02:00:00+02:00;
48.82193759905159,2.3302931999999994;"{""coordinates"": [2.3302932, 48.82193759905159], ""type"": ""Point""}";n8184415114;NON;8;;public;NON;NON;autres;75114;14e Arrondissement;2021-07-01T02:00:00+02:00;
48.759704399051174,2.2839970999999992;"{""coordinates"": [2.2839971, 48.759704399051174], ""type"": ""Point""}";n5339066228;NON;8;;public;NON;NON;arceaux;92002;Antony;2021-06-01T02:00:00+02:00;
48.81187889905153,2.1253888999999995;"{""coordinates"": [2.1253889, 48.81187889905153], ""type"": ""Point""}";n10662182914;NON;4;;public;NON;NON;arceaux;78646;Versailles;2023-02-01T01:00:00+01:00;
48.66686269905057,2.548092499999999;"{""coordinates"": [2.5480925, 48.66686269905057], ""type"": ""Point""}";n9899908366;NON;16;;public;NON;NON;arceaux;77122;Combs-la-Ville;2022-07-01T02:00:00+02:00;
49.02284439905295,2.141900599999999;"{""coordinates"": [2.1419006, 49.02284439905295], ""type"": ""Point""}";n8993033251;NON;4;;public;NON;NON;arceaux;95488;Pierrelaye;2021-10-01T02:00:00+02:00;
48.93637369905236,2.3590566;"{""coordinates"": [2.3590566, 48.93637369905236], ""type"": ""Point""}";n8527856087;NON;5;;public;NON;NON;ancrage;93066;Saint-Denis;2021-03-01T01:00:00+01:00;
48.856464999051816,2.402702399999999;"{""coordinates"": [2.4027024, 48.856464999051816], ""type"": ""Point""}";n1025329439;NON;8;;public;NON;NON;arceaux;75120;20e Arrondissement;2022-11-01T01:00:00+01:00;
48.865895799051856,2.3569281;"{""coordinates"": [2.3569281, 48.865895799051856], ""type"": ""Point""}";n5679805283;NON;18;;public;NON;NON;arceaux;75103;3e Arrondissement;2018-06-01T02:00:00+02:00;
48.799792099051444,2.290293999999999;"{""coordinates"": [2.290294, 48.799792099051444], ""type"": ""Point""}";n8990407509;NON;4;;public;NON;NON;arceaux;92020;Châtillon;2022-04-01T02:00:00+02:00;
48.87890439905197,2.3472886999999996;"{""coordinates"": [2.3472887, 48.87890439905197], ""type"": ""Point""}";n6983447399;NON;10;;public;NON;NON;arceaux;75109;9e Arrondissement;2020-09-01T02:00:00+02:00;
48.7644366990512,2.4903001999999987;"{""coordinates"": [2.4903002, 48.7644366990512], ""type"": ""Point""}";n1177524773;NON;0;;public;NON;NON;inconnu;94011;Bonneuil-sur-Marne;2011-02-01T01:00:00+01:00;
48.786523099051344,2.289832299999999;"{""coordinates"": [2.2898323, 48.786523099051344], ""type"": ""Point""}";n3050539201;NON;6;;public;NON;NON;ratelier;92032;Fontenay-aux-Roses;2014-08-01T02:00:00+02:00;
48.9143292990522,2.2705214999999996;"{""coordinates"": [2.2705215, 48.9143292990522], ""type"": ""Point""}";n10087195635;NON;8;;public;NON;NON;arceaux;92009;Bois-Colombes;2022-10-01T02:00:00+02:00;
48.80379349905148,2.1328150999999993;"{""coordinates"": [2.1328151, 48.80379349905148], ""type"": ""Point""}";n2479150003;NON;6;;public;NON;NON;arceaux;78646;Versailles;2020-11-01T01:00:00+01:00;
48.82685629905162,2.364402099999999;"{""coordinates"": [2.3644021, 48.82685629905162], ""type"": ""Point""}";n8175981157;NON;10;;public;NON;NON;arceaux;75113;13e Arrondissement;2022-05-01T02:00:00+02:00;
48.624795399050285,2.1242969999999994;"{""coordinates"": [2.124297, 48.624795399050285], ""type"": ""Point""}";n7547770497;NON;3;;public;NON;NON;inconnu;91111;Briis-sous-Forges;2021-03-01T01:00:00+01:00;
48.84635229905175,2.2368339999999987;"{""coordinates"": [2.236834, 48.84635229905175], ""type"": ""Point""}";n10601656607;NON;12;;public;NON;NON;arceaux;92012;Boulogne-Billancourt;2023-03-01T01:00:00+01:00;
48.88673069905203,2.3185852000000002;"{""coordinates"": [2.3185852, 48.88673069905203], ""type"": ""Point""}";n5396813205;NON;14;;public;NON;NON;arceaux;75117;17e Arrondissement;2018-05-01T02:00:00+02:00;
